PID,NAME,NAME TYPE,MISSION TYPE,MISSION TYPE PLUS,MISSION CATEGORY,SPACE,TIME,YEAR,MONTH,DAY,LAUNCH LOCATION,LAUNCH VEHICLE,CREWED,CELESTIAL BODIES,ORBIT,PROGRAM COST
gsfcirMisn:1339,Comprehensive Energetic-Particle Pitch-Angle Distribution,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1339,CEPPAD,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1340,Comprehensive Particle Analysis System,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1341,Comprehensive Plasma Instrument,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1341,CPI,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1342,Comprehensive Suprathermal and Energetic Particle Instrument,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1342,COSTEP,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1343,Compton Gamma-Ray Observatory,Preferred,spacecraft,NULL,NULL,NULL,NULL,1991,APR,5,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:1343,GRO,Alternate,spacecraft,NULL,NULL,NULL,NULL,1991,APR,5,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:1343,CGRO,Hidden,spacecraft,NULL,NULL,NULL,NULL,1991,APR,5,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:1344,COMSAT Solar Array,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1345,Contamination Monitor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1346,Context Imager,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1346,CTX,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1346,Context Camera,Hidden,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1347,Continuous Flow Electrophoresis System,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1347,CFES,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1348,CONTOUR,Preferred,spacecraft,NULL,NULL,NULL,NULL,2002,JUL,3,"Cape Canaveral, FL",Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:1348,Comet Nucleus Tour,Alternate,spacecraft,NULL,NULL,NULL,NULL,2002,JUL,3,"Cape Canaveral, FL",Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:1349,CONTOUR Dust Analyzer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1349,CIDA,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1350,CONTOUR Forward Imager,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1350,CFI,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1351,CONTOUR Remote Imager/Spectrograph,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1351,CRISP,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1352,Copper Wire Micrometeroite Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1353,CORAL,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tempus Applied Solutions Gulfstream-IV Aircraft,NULL,NULL,NULL,NULL
gsfcirMisn:1353,Coral Reef Airborne Laboratory,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tempus Applied Solutions Gulfstream-IV Aircraft,NULL,NULL,NULL,NULL
gsfcirMisn:1354,Corona White Light Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1355,Coronagraph,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1356,Coronagraph/Polarimeter,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1357,Coronal Diagnostic Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1357,CDS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1358,Coronal Sounding,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1358,SCE,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1359,Coronograph Contamination Measurements,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1360,Corpuscular Radiation,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1361,Cosmic Dust,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1361,GRU,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1362,Cosmic Dust Aggregate Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1362,CODAG,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1363,Cosmic Dust Analyzer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1363,High Rate Detector,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1364,Cosmic Dust Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1365,Cosmic Gamma Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1366,Cosmic Radiation and Effects Activation Monitor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1366,CREAM,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1367,Cosmic Radiation Environment Dosimetry and Charging Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1367,CREDANCE,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1368,Cosmic Radiation Experiments,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1369,Cosmic Radio Noise,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1370,Cosmic Ray and Solar Particles,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1371,Cosmic Ray Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1372,Cosmic Ray Electrons,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1373,Cosmic Ray Energy Spectrum,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1374,Cosmic Ray Gradient Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1375,Cosmic Ray Ion Chamber,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1376,Cosmic Ray Ionization,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1377,Cosmic Ray Isotope Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1377,CRIS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1378,Cosmic Ray Nuclear Composition,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1379,Cosmic Ray Proton,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1380,Cosmic Ray Spectrum Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1381,Cosmic Ray System,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1381,CRS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1382,Cosmic Ray Telescope,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1383,Cosmic Ray Telescope for the Effects of Radiation,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1383,CRaTER,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1384,Cosmic Unresolved X-ray Background Instrument,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1384,CUBIC,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1385,Cosmic X-Ray Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1386,Crew Medical Restraint System,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1386,CMRS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1387,CRISTA-SPAS,Preferred,spacecraft,NULL,NULL,NULL,NULL,1994,NOV,3,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:1387,Cryogenic Infrared Spectrometers and Telescopes Shuttle Pallet Satellite,Alternate,spacecraft,NULL,NULL,NULL,NULL,1994,NOV,3,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:1388,Critical Fluid Light Scattering Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1389,Critical Fluid Thermal Equilibration Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1390,Critical Point Facility,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1390,CPF,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1391,Critical Surface Degradation Effects on Coatings and Solar Cells,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1392,Critical Velocity Ionization,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1393,Cross-track Infrared Sounder,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1393,CrIS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1394,CRRES,Preferred,spacecraft,NULL,NULL,NULL,NULL,1990,JUL,25,"Cape Canaveral, FL",Altas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:1394,Combined Release and Radiation Effects Satellite,Alternate,spacecraft,NULL,NULL,NULL,NULL,1990,JUL,25,"Cape Canaveral, FL",Altas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:1395,Cryogenic Grating Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1395,CGS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1396,Cryogenic Infrared Radiance Instrumentation,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1397,Cryogenic Limb Array Etalon Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1397,CLAES,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1398,Cryogenic System Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1398,CSE,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1399,Cryogenic Two Phase,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1399,CRYOTP,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1400,Crystal Activation,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1401,Crystal Growth by Liquid-Liquid Diffusion,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1402,Crystal Growth from the Vapor Phase in Zero-Gravity Environment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1403,Crystal Growth Furnace,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1403,CGF,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1404,Crystal Growth of Enzymes in Low Gravity,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1405,Crystal Growth of Semiconducting Alloys by Directional Solidification,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1406,Crystal Growth of the Electrogenic Membrane Protein Bacteriorhodospin,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1407,CubeSats,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1407,CubeSat Launch Initiative,Alternate,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1407,CSLI,Hidden,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1408,CUPID,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1408,CUPID/WASP,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1408,Cusp Plasma Imaging Detector,Hidden,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1408,WASP,Hidden,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1408,WASP/CUPID,Hidden,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1408,Wide Angle Soft X-ray Planetary Camera,Hidden,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1409,CuSP,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1409,CubeSat for Solar Particles,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1410,CYGFM01,Preferred,spacecraft,NULL,NULL,NULL,NULL,2016,DEC,15,"Cape Canaveral, FL",Pegasus XL,NULL,NULL,NULL,NULL
gsfcirMisn:1411,CYGFM02,Preferred,spacecraft,NULL,NULL,NULL,NULL,2016,DEC,15,"Cape Canaveral, FL",Pegasus XL,NULL,NULL,NULL,NULL
